X1,WT_ratio_1,WT_ratio_2,WT_ratio_3,rrp6_ratio_1,rrp6_ratio_2,rrp6_ratio_3,upf1_ratio_1,upf1_ratio_2,upf1_ratio_3,u_r_ratio_1,u_r_ratio_2,u_r_ratio_3,WT_vs_rrp6_pval,WT_vs_upf1_pval,WT_vs_u_r_pval
YAL001C_intron,0.014332966,0.011345219,0.007651364,0.024206224,0.020138263,0.02000702,0.030158386,0.028473804,0.028138528,0.04024035,0.039636279,0.041934768,0.010242657,0.006021959,0.007061251
YAL003W_intron,0.01680204,0.021585598,0.017165796,0.145398824,0.154398374,0.180149978,0.021059915,0.021232584,0.022739655,0.163491589,0.203152928,0.165273868,0.005808147,0.220764761,0.005112032
YAL030W_intron,0.023788546,0.043049327,0.02613941,0.039817232,0.034798535,0.034326425,0.051223677,0.049636003,0.054859869,0.081840194,0.092836676,0.094667466,0.534466627,0.10026067,0.008400615
YBL018C_intron,0.041390728,0.042723632,0.04,0.068181818,0.034965035,0.043875686,0.046676096,0.03250774,0.051603905,0.053596615,0.086355786,0.070325901,0.530323291,0.764185659,0.087546671
YBL026W_intron,0.036433649,0.034138973,0.03865406,0.041999408,0.032800913,0.036900369,0.067546584,0.060283688,0.069043435,0.080535218,0.076034063,0.083447708,0.761419363,0.002801505,0.000401637
YBL027W_intron,0.032476952,0.033742271,0.031320031,0.03055355,0.030449892,0.029991121,0.035809401,0.035235511,0.034724816,0.032964711,0.033750066,0.034187724,0.064238931,0.04824647,0.33246961
YBL040C_intron,0.017132867,0.021970477,0.016377005,0.025351252,0.026482759,0.029860435,0.055397278,0.051150895,0.044099379,0.065631808,0.064660691,0.070058382,0.078427661,0.010636287,0.00429392
YBL050W_intron,0.012574662,0.01377583,0.009143156,0.013665788,0.012529551,0.011600316,0.025562852,0.021584498,0.022674688,0.049359769,0.049091802,0.045651678,0.551498306,0.024475091,0.000154975
YBL059C-A_intron,0.026170799,0.046242775,0.018957346,0.047457627,0.055555556,0.053075995,0.038491752,0.051233397,0.046351931,0.071428571,0.084878049,0.086238532,0.094811243,0.152332035,0.028277967
YBL059W_intron,0.112531969,0.10952381,0.097995546,0.153846154,0.163064833,0.154676259,0.238993711,0.254961832,0.265367316,0.276693456,0.306451613,0.320203304,0.00850161,0.006453431,0.007385832
YBL087C_intron,0.026926724,0.027187924,0.029772538,0.033537454,0.030105039,0.033838421,0.035514138,0.032528023,0.032712504,0.045820708,0.04370222,0.040801545,0.05340411,0.07526677,0.021891762
YBL091C-A_intron,0.142034549,0.1522158,0.125722543,0.220026351,0.245614035,0.217983651,0.171837709,0.155889146,0.150384193,0.249409914,0.242477876,0.235191638,0.003166112,0.136178858,0.003512981
YBR048W_intron,0.014270334,0.012858252,0.013751802,0.033962631,0.030101098,0.03167137,0.03874558,0.031733318,0.037303072,0.05315941,0.055439302,0.052456952,0.001591443,0.005987438,0.000991699
YBR062C_intron,0.094339623,0.111666667,0.082125604,0.100240577,0.091135046,0.085944494,0.168023686,0.134856301,0.14764268,0.175524788,0.192807193,0.173776381,0.712360988,0.074373518,0.001700942
YBR078W_intron,0.040658546,0.049176389,0.042956105,0.048510846,0.046426265,0.05044421,0.039831829,0.039345262,0.043137255,0.053840293,0.05768455,0.057355114,0.35060265,0.387004908,0.021558719
YBR082C_intron,0.022000534,0.029326265,0.018352206,0.025939714,0.022661146,0.022652891,0.02158324,0.019078133,0.023078907,0.025327715,0.030061592,0.024960338,0.897342761,0.696394646,0.17138517
YBR084C-A_intron,0.01422259,0.014144049,0.014555566,0.017903818,0.015509072,0.016408515,0.034265297,0.030629302,0.034241257,0.040267466,0.041951656,0.041861852,0.082504824,0.003623551,0.00037552
YBR090C_intron,0.185890653,0.196732471,0.159751623,0.216180371,0.197663404,0.201074186,0.330596607,0.33915212,0.340050378,0.366756757,0.350490925,0.37546575,0.182668801,0.006137719,0.009419906
YBR111W-A_intron,0.12207528,0.15026362,0.128424658,0.219271624,0.205882353,0.21564161,0.285507944,0.271047228,0.296890185,0.348783846,0.33495935,0.349408984,0.023663797,0.009898454,0.003871608
YBR119W_intron,0.027633851,0.023569024,0.026104418,0.027287319,0.04361874,0.032085562,0.045169385,0.024930748,0.024934383,0.040941658,0.062750334,0.050223214,0.29135716,0.419373655,0.076541617
YBR181C_intron,0.02371199,0.027388576,0.024356787,0.029002493,0.02807107,0.026229313,0.038367302,0.037431116,0.039173339,0.044794189,0.0455619,0.046354512,0.198788463,0.013828193,0.003173271
YBR186W_intron,0.133858268,0.136363636,0.25,0.160493827,0.206521739,0.158823529,0.249075216,0.266666667,0.232922732,0.201361316,0.241650295,0.237918216,0.972536678,0.245353855,0.261561524
YBR189W_intron,0.027274541,0.02470292,0.026066089,0.032320862,0.028805799,0.031447418,0.060976383,0.059340228,0.06282283,0.083250674,0.07790412,0.084442892,0.006186304,0.000664765,0.000716082
YBR191W_intron,0.02865994,0.026791928,0.027595244,0.030099753,0.027335092,0.027729113,0.057158576,0.057396087,0.057903978,0.054671948,0.054083705,0.055962933,0.208788542,0.000487294,0.000624927
YBR215W_intron,0.02545156,0.027462121,0.025720165,0.028210117,0.033492823,0.031023785,0.048780488,0.058876812,0.034624897,0.071536145,0.071765817,0.067780873,0.041815347,0.084290962,0.000694553
YBR219C_intron,0.736745887,0.730038023,0.738738739,0.544982699,0.4944,0.533094812,0.686679175,0.690248566,0.737060041,0.516265912,0.560553633,0.573712256,0.003743504,0.173921619,0.009119241
YBR230C_intron,0.022680412,0.012468828,0.014516129,0.042709867,0.034307497,0.015360983,0.031047865,0.021978022,0.055630936,0.033057851,0.035862069,0.030193237,0.168142028,0.208335923,0.048750266
YBR255C-A_intron,0.139784946,0.188010899,0.169451074,0.200988468,0.236065574,0.183123878,0.191756272,0.171247357,0.143112701,0.261111111,0.230344828,0.185185185,0.101668711,0.915537974,0.199956028
YCL002C_intron,0.093922652,0.09878127,0.084,0.154662623,0.104026846,0.141104295,0.198637912,0.174471299,0.193735499,0.201988072,0.195364238,0.209056284,0.149246879,0.011824917,0.005615667
YCL005W-A_intron,0.06409925,0.060634328,0.062352013,0.125540255,0.122553421,0.118939693,0.066691505,0.067448326,0.063347853,0.141284043,0.136031478,0.134017537,0.000805162,0.183807185,0.00047278
YCL012C_intron,0.030991736,0.038548753,0.045627376,0.044609665,0.048494983,0.05380334,0.034055728,0.027375201,0.041860465,0.075286416,0.060553633,0.067768595,0.022183868,0.437176916,0.05772131
YCR028C-A_intron,0.049783995,0.051009786,0.043131644,0.050244101,0.046185879,0.047345768,0.049478634,0.057026912,0.052610992,0.074851412,0.079382826,0.075260045,0.986543562,0.219140062,0.005074945
YCR031C_intron,0.018851828,0.02193428,0.021668202,0.020658873,0.023878988,0.02060593,0.033009555,0.035009193,0.031699585,0.03334179,0.030730585,0.035127262,0.456943769,0.009744126,0.01984258
YCR097W_intron,0.067354966,0.061488673,0.048180924,0.074731434,0.078538429,0.094982079,0.075757576,0.074584323,0.072212066,0.129485757,0.113880533,0.132045723,0.183307773,0.081812263,0.019221104
YDL012C_intron,0.073496659,0.083989501,0.07708628,0.11546841,0.107080164,0.088522589,0.127832655,0.093432995,0.123420797,0.179327522,0.170731707,0.148418492,0.103223242,0.117403119,0.012622014
YDL029W_intron,0.011993791,0.010496307,0.008790687,0.010585918,0.012340139,0.010779644,0.013947001,0.013071112,0.011926818,0.017082514,0.021223471,0.019239275,0.541842885,0.017416409,0.041225672
YDL064W_intron,0.035606315,0.041614907,0.03488,0.046549479,0.047368421,0.041784703,0.060083094,0.050064599,0.052757794,0.067955112,0.06958319,0.077464789,0.037753436,0.067831504,0.015570342
YDL075W_intron,0.008374025,0.008163708,0.009463838,0.009223374,0.010111235,0.010500679,0.010880753,0.009612717,0.011189512,0.020992901,0.02104529,0.021439996,0.063773408,0.026844416,0.000463151
YDL079C_intron,0.085,0.031460674,0.034852547,0.097765363,0.088435374,0.075642965,0.081967213,0.084675015,0.077664399,0.107199367,0.126666667,0.135489153,0.104032956,0.214663824,0.102747149
YDL082W_intron,0.017758183,0.017091994,0.017235985,0.018997188,0.020977441,0.020210734,0.025915528,0.023680869,0.024808718,0.031499736,0.032455282,0.034950563,0.073653207,0.003762607,0.005417089
YDL083C_intron,0.012769083,0.012504485,0.013731075,0.014648471,0.01355059,0.014202909,0.019038912,0.018540398,0.019191684,0.027424842,0.025741902,0.026785556,0.109266401,0.001644203,0.001371665
YDL108W_intron,0.042238648,0.027139875,0.038095238,0.033632287,0.042662116,0.049195837,0.071670429,0.059033989,0.067292645,0.074608905,0.083686441,0.081967213,0.503113853,0.00081603,0.023988834
YDL115C_intron,0.068058076,0.063311688,0.039781591,0.073275862,0.088348271,0.075198843,0.182188385,0.170682731,0.192496813,0.18643041,0.212750455,0.183622385,0.132083119,0.012578631,0.004818976
YDL125C_intron,0.055306905,0.051907255,0.059241348,0.119203563,0.107480119,0.110706387,0.100914324,0.096064559,0.101569408,0.138670596,0.137992495,0.141801306,0.004093756,0.000463991,0.000161203
YDL130W_intron,0.014789534,0.015042558,0.01602706,0.019077767,0.01788503,0.017650259,0.053089689,0.045472018,0.050481942,0.083680375,0.087237946,0.084554215,0.063151126,0.004336132,0.00027878
YDL136W_intron,0.016788784,0.016730486,0.015301731,0.020748468,0.018223235,0.019683489,0.058305109,0.056033532,0.054653881,0.060209424,0.05878078,0.065919358,0.067929192,0.000331687,0.003413142
YDL191W_intron,0.018614645,0.017174885,0.016793683,0.020911063,0.017851399,0.018471268,0.041027825,0.038866544,0.038308124,0.045501415,0.039849731,0.047638726,0.081515284,0.000157855,0.007657219
YDL219W_intron,0.013870542,0.01172116,0.009596929,0.033099936,0.032258065,0.031636864,0.015005359,0.0111849,0.016050244,0.039986212,0.033797217,0.042363831,0.001549765,0.380704159,0.013077605
YDR005C_intron,0.037524687,0.028118241,0.030412744,0.027406417,0.037516171,0.036226931,0.027555271,0.036465638,0.021563342,0.043810848,0.046177726,0.043700922,0.803721845,0.615618468,0.066910397
YDR025W_intron,0.008408113,0.007824067,0.008546866,0.009227746,0.009735561,0.010448015,0.011126041,0.010645454,0.010242799,0.014639081,0.015538791,0.016041845,0.050873221,0.021465052,0.004158734
YDR059C_intron,0.094285714,0.070754717,0.064655172,0.058551618,0.062322946,0.050632911,0.071057192,0.086715867,0.122923588,0.098092643,0.085714286,0.103146853,0.14520981,0.545079253,0.202874962
YDR064W_intron,0.022543909,0.023492466,0.023916342,0.029633934,0.025858307,0.025347923,0.150508701,0.143429106,0.151075596,0.16841523,0.161397202,0.169931817,0.174019921,0.000416551,0.000349727
YDR092W_intron,0.070815451,0.069845534,0.08848406,0.13870614,0.12527115,0.108630054,0.114810563,0.111169102,0.099198397,0.181704261,0.195945946,0.202653248,0.078949832,0.095556761,0.001555446
YDR129C_intron,0.010113983,0.014099063,0.009907121,0.012904026,0.010016904,0.013084633,0.013308997,0.012585726,0.017012152,0.015732609,0.01647686,0.015540639,0.814796272,0.360758342,0.052374785
YDR139C_intron,0.219236209,0.196835738,0.188369153,0.246489104,0.227848101,0.210576015,0.23742515,0.235027855,0.217404488,0.287652646,0.285443518,0.278339728,0.008923079,0.038843163,0.007088151
YDR305C_intron,0.076642336,0.062206573,0.070138151,0.07840123,0.071808511,0.075443787,0.105651106,0.101796407,0.106876553,0.121819961,0.093181818,0.126005362,0.133928457,0.008006567,0.025805059
YDR318W_intron,0.030065359,0.029447853,0.038512616,0.027253669,0.042364532,0.038812785,0.056494192,0.043814433,0.046488125,0.074520303,0.063325991,0.064305685,0.545669152,0.095199899,0.023387218
YDR367W_intron,0.0286554,0.023224044,0.03657695,0.037922506,0.023255814,0.027515723,0.053143227,0.062458026,0.052498419,0.085159674,0.086987779,0.087357955,0.989413806,0.059915556,0.004312784
YDR381C-A_intron,0.2734375,0.311740891,0.204437401,0.370572207,0.320498301,0.320529801,0.286480687,0.336094675,0.311617807,0.399482312,0.368686869,0.401380671,0.154722539,0.245852613,0.088523749
YDR381W_intron,0.105211147,0.111937128,0.099369949,0.064397307,0.07073214,0.071117075,0.093304734,0.082827209,0.072639044,0.060680583,0.063435495,0.060512645,0.013128798,0.052377198,0.004027553
YDR397C_intron,0.027929569,0.021012931,0.01943968,0.045238095,0.040087864,0.05945604,0.065407646,0.061277034,0.065313327,0.13933162,0.131530424,0.137553256,0.073123578,0.003570714,0.000447396
YDR424C_intron,0.114976415,0.112903226,0.102948784,0.398210291,0.362851782,0.351976137,0.143646409,0.150142993,0.14957265,0.396005073,0.396413705,0.419715447,0.001857067,0.018572852,0.001534595
YDR447C_intron,0.029567654,0.029000863,0.030608813,0.04356498,0.037359844,0.038491409,0.097532511,0.090841798,0.095442274,0.100127551,0.099518612,0.102014725,0.035920546,0.000741739,1.66815E-05
YDR450W_intron,0.026251134,0.027034384,0.02455389,0.036881447,0.03452755,0.033369554,0.031937661,0.034024712,0.033564957,0.036874418,0.03584771,0.038580428,0.010099354,0.017430007,0.018257131
YDR471W_intron,0.019579652,0.018376758,0.021321058,0.026990834,0.024996453,0.025925343,0.050791032,0.046714607,0.048497642,0.064027064,0.067054075,0.063747957,0.017617299,0.001716355,0.001656955
YDR500C_intron,0.033164164,0.032060318,0.032273467,0.038288644,0.038139103,0.035976806,0.054134992,0.050718372,0.05348181,0.067087659,0.061530606,0.067092857,0.018749929,0.001604986,0.002543007
YDR535C_intron,0.522727273,0.413043478,0.5,0.586956522,0.653061225,0.540540541,0.701754386,0.632124352,0.658385093,0.608247423,0.615702479,0.605381166,0.209278499,0.009100372,0.068398225
YEL003W_intron,0.096376541,0.103291317,0.098086124,0.098547718,0.108041743,0.108278146,0.160468521,0.144485417,0.137721079,0.17540435,0.177264547,0.172413793,0.137251484,0.025750492,0.000461824
YEL012W_intron,0.040307102,0.031372549,0.038140644,0.042982456,0.031274433,0.044048735,0.082652134,0.082191781,0.071491615,0.076659039,0.07535795,0.052667117,0.244720045,0.014002514,0.069854977
YEL076C-A_intron,0.69072165,0.743902439,0.689655172,0.788888889,0.686440678,0.633333333,0.726153846,0.673981191,0.71147541,0.878947368,0.862903226,0.678787879,0.928966942,0.910106461,0.232561192
YER003C_intron,0.00445086,0.004040171,0.007768876,0.004254188,0.004407571,0.006783086,0.009639564,0.006892823,0.008631319,0.021491603,0.020562953,0.018344381,0.560313286,0.140890582,0.019300134
YER007C-A_intron,0.010679391,0.00950524,0.010291595,0.012146818,0.01984127,0.015100671,0.017509302,0.019892713,0.023445677,0.043918919,0.040637013,0.032228571,0.165549279,0.031168334,0.014237721
YER014C-A_intron,0.405088063,0.403041825,0.404135338,0.436046512,0.452762923,0.437919463,0.601190476,0.573549258,0.569486405,0.658227848,0.635258359,0.606493507,0.022639297,0.002862989,0.004106156
YER044C-A_intron,0.038461538,0.109589041,0.03030303,0.025700935,0.029574861,0.032482599,0.091549296,0.127572017,0.086666667,0.0803485,0.062885327,0.060409924,0.354692333,0.074413534,0.790168745
YER056C-A_intron,0.035273874,0.039726271,0.040995976,0.048602714,0.049671362,0.050295751,0.060830571,0.060971083,0.058540914,0.075740871,0.074676427,0.076058709,0.012984106,0.011449922,0.002434763
YER074W-A_intron,0.064593301,0.066755674,0.056098598,0.069086139,0.057924377,0.086113616,0.069970845,0.055975794,0.065934066,0.085091421,0.120428189,0.096198604,0.530996241,0.83542349,0.058368547
YER074W_intron,0.025582648,0.025063118,0.025201613,0.027608583,0.026086957,0.02623057,0.051262516,0.051675864,0.049215484,0.052645542,0.048037953,0.048575603,0.05513604,0.000891861,0.002815857
YER093C-A_intron,0.096385542,0.097087379,0.107594937,0.084210526,0.091059603,0.116853933,0.078817734,0.132768362,0.126829268,0.141560799,0.169262721,0.17519685,0.685918055,0.511918628,0.017824752
YER117W_intron,0.011935891,0.012245613,0.010465506,0.01295819,0.012819073,0.013785947,0.017190905,0.016531318,0.015166513,0.025437522,0.02499106,0.026841546,0.193933835,0.003479716,0.006004515
YER133W_intron,0.023414219,0.028211543,0.025403546,0.045525903,0.041354834,0.041835241,0.037829957,0.039502035,0.041060606,0.053688012,0.06757662,0.061320403,0.022343916,0.008760311,0.00562379
YER179W_intron,0.125,0.098765432,0.280898876,0.173913044,0.2,0.29375,0.250728863,0.21754386,0.249158249,0.221590909,0.298288509,0.218045113,0.168397881,0.301448501,0.415513778
YFL031W_intron,0.425925486,0.418280025,0.415392183,0.359225441,0.374791645,0.38758803,0.402832379,0.410232019,0.407994442,0.374514121,0.396019453,0.386870082,0.05536854,0.129132851,0.061472447
YFL034C-A_intron,0.1349739,0.134042553,0.120689655,0.160794941,0.164664518,0.163995068,0.474630126,0.484739677,0.481553023,0.444666588,0.451970271,0.453109201,0.023732357,0.000305273,0.000430642
YFL034C-B_intron,0.012251149,0.024316109,0.012259194,0.030015798,0.039848197,0.021653543,0.047957371,0.045714286,0.04467354,0.062381853,0.086345382,0.066666667,0.029559283,0.020380846,0.003904936
YFL039C_intron,0.006689936,0.005533746,0.006572902,0.008515104,0.008816955,0.008936942,0.007584364,0.007921949,0.007634918,0.012739421,0.013955387,0.013207931,0.027982378,0.091987242,0.010127536
YFR024C-A_intron,0.008820287,0.011783367,0.011181244,0.019246191,0.014594192,0.016351989,0.019947247,0.021704884,0.016191811,0.024358642,0.025359256,0.029497173,0.112323573,0.043377582,0.007479657
YFR031C-A_intron,0.013888333,0.015563349,0.014909954,0.015140277,0.014583491,0.015859016,0.021668345,0.019484824,0.021768665,0.025511843,0.029671432,0.026651299,0.619219926,0.033592243,0.004171254
YFR045W_intron,0.047709924,0.03057554,0.062773723,0.063032368,0.055646481,0.052631579,0.046153846,0.069602273,0.063649222,0.070953437,0.080110497,0.064070352,0.438110707,0.433310748,0.218613722
YGL030W_intron,0.021117166,0.017818064,0.018357267,0.021102885,0.018724265,0.020245156,0.109175255,0.10175905,0.105618383,0.140983882,0.121388393,0.132321358,0.233621535,0.000212746,0.001789131
YGL033W_intron,0.225,0.371428571,0.174603175,0.158163265,0.152263375,0.112244898,0.154471545,0.2,0.215053763,0.132505176,0.146788991,0.138297872,0.15302541,0.386820687,0.169259578
YGL076C_intron,0.03141114,0.030085748,0.034322834,0.049873481,0.051649054,0.053112099,0.041440788,0.037405805,0.039350141,0.065117314,0.067770587,0.065425315,0.002508194,0.035574564,0.003123663
YGL087C_intron,0.019442096,0.030534351,0.018754689,0.01282794,0.009986684,0.011721311,0.030670471,0.023028611,0.025607354,0.013452248,0.011959442,0.014367596,0.130393015,0.596854059,0.164390961
YGL103W_intron,0.020026088,0.019853246,0.01945418,0.021129192,0.020590165,0.020946178,0.186161598,0.189706309,0.185331647,0.217547425,0.210905586,0.21328853,0.036434159,5.89383E-05,9.31202E-05
YGL137W_intron,0.008635018,0.007237927,0.007734541,0.006421005,0.007719214,0.007884005,0.010445432,0.009296405,0.010301638,0.012087469,0.014550384,0.012732534,0.597428738,0.010605751,0.042673542
YGL178W_intron,0.180629088,0.188797364,0.199468968,0.252876639,0.230926779,0.242296073,0.174904943,0.180983607,0.185453292,0.241657977,0.228222437,0.231094979,0.034052829,0.066264388,0.037659395
YGL183C_intron,0.238095238,0.136363636,0.15625,0.382075472,0.298507463,0.425287356,0.217391304,0.234234234,0.224719101,0.309931507,0.294252874,0.301740812,0.039000267,0.306386044,0.043148943
YGL226C-A_intron,0.043832185,0.042777778,0.047672462,0.054866101,0.055619266,0.048026316,0.036466359,0.045769026,0.043292357,0.068118628,0.053635895,0.058595642,0.173947159,0.443138645,0.075149626
YGL232W_intron,0.049145299,0.045321024,0.049771879,0.060015004,0.048134328,0.055710306,0.093768372,0.084216904,0.094788087,0.107276819,0.105696203,0.100770925,0.108107531,0.002124212,0.002493377
YGL251C_intron,0.001432665,0.00122549,0.002604167,0.002173913,0.004291845,0.009302326,0.000613121,0.002829299,0.001242236,0.011052938,0.011941448,0.00695825,0.180765818,0.852298159,0.052485494
YGR001C_intron,0.062895928,0.064827586,0.074747475,0.088942308,0.085106383,0.087490103,0.150710546,0.141640043,0.13086771,0.228494624,0.238660578,0.228444444,0.036204478,0.015571242,0.001261948
YGR029W_intron,0.045222465,0.036879433,0.02614841,0.043402778,0.044117647,0.032490975,0.121853776,0.112031558,0.121132076,0.154682007,0.15998443,0.153508772,0.306722339,0.005959107,0.002019196
YGR034W_intron,0.014219157,0.013882476,0.01334946,0.015672836,0.014849653,0.01420873,0.027576083,0.028325536,0.028016614,0.035890981,0.034350413,0.037715536,0.026839172,0.000815933,0.0026913
YGR118W_intron,0.013046087,0.011820191,0.010015771,0.013945593,0.012487435,0.014398483,0.02572952,0.023096022,0.023694893,0.043200196,0.048155616,0.045634287,0.240657287,0.003073535,0.003272853
YGR183C_intron,0.086866598,0.072588348,0.079792746,0.099913119,0.081029552,0.099794239,0.139492754,0.129315389,0.15153235,0.165997323,0.177728614,0.177275839,0.054268812,0.009135737,0.00668387
YGR214W_intron,0.016342369,0.017024635,0.01443175,0.016685807,0.015180266,0.016120533,0.018431798,0.017648191,0.016897593,0.022216433,0.024260867,0.024791968,0.957033625,0.091639844,0.027621504
YGR225W_intron,0.025641026,0.025641026,0.205128205,0.084745763,0.083333333,0.11627907,0.122222222,0.126582279,0.092105263,0.082352941,0.090909091,0.079207921,0.866986819,0.728511695,0.985106653
YHL001W_intron,0.030382303,0.02535187,0.030913201,0.039882773,0.032443169,0.03750952,0.049906716,0.047237709,0.047438424,0.057392996,0.065620542,0.060121594,0.013201932,0.006389514,0.015882884
YHL050C_intron,0.35770751,0.373205742,0.468144044,0.365819209,0.408602151,0.409722222,0.356414385,0.390873016,0.393896714,0.369136961,0.362732096,0.358895706,0.87482681,0.562262316,0.433377302
YHR001W-A_intron,0.040415704,0.043243243,0.035294118,0.056930693,0.052132701,0.071486596,0.036144578,0.053174603,0.045252884,0.068990043,0.058770344,0.056677019,0.127577302,0.386500796,0.028601472
YHR010W_intron,0.02210913,0.020002094,0.021724938,0.024099309,0.02394241,0.023652444,0.026830642,0.024916099,0.024357018,0.035191015,0.037292345,0.03929701,0.058138548,0.030476028,0.008154356
YHR012W_intron,0.008415842,0.014021032,0.008593397,0.010586319,0.016673283,0.02258202,0.016426586,0.013568521,0.014549938,0.020108923,0.01778766,0.01763285,0.245903788,0.219166277,0.072614664
YHR016C_intron,0.0275,0.038065028,0.015864622,0.028033088,0.023768366,0.019504481,0.036707056,0.04015748,0.038612799,0.045744681,0.04133032,0.047450634,0.604065406,0.201884371,0.162946529
YHR021C_intron,0.025166442,0.021075235,0.023098322,0.029145168,0.027038782,0.025703529,0.041779765,0.044094322,0.039956621,0.059550562,0.050349777,0.065350016,0.05026088,0.012160034,0.011237359
YHR039C-A_intron,0.033813618,0.036185029,0.034131158,0.041074856,0.036367458,0.03697712,0.047396456,0.05153522,0.047991314,0.06877193,0.062002687,0.063137295,0.238484018,0.001476758,0.007915746
YHR041C_intron,0.077887789,0.084266667,0.069815195,0.116898148,0.099833611,0.101497504,0.121641427,0.116236162,0.143448276,0.18852459,0.177973199,0.191709845,0.053389843,0.056797964,0.005626907
YHR076W_intron,0.098113208,0.113183001,0.097001764,0.135477069,0.111662531,0.125220459,0.124356436,0.102607952,0.111196026,0.143506248,0.153398058,0.139576767,0.210492316,0.455337582,0.001224769
YHR077C_intron,0.003752345,0.005950964,0.006027254,0.009300163,0.004501463,0.007156109,0.005624093,0.00477327,0.004621514,0.010439468,0.010787056,0.014771877,0.483598357,0.84319493,0.026800349
YHR079C-A_intron,0.8,0.5,0.727272727,0.6,0.45,0.5,0.733333333,0.545454546,0.666666667,0.769230769,0.576923077,0.642857143,0.10197349,0.531901377,0.813234428
YHR097C_intron,0.06561086,0.065445026,0.063368056,0.062348961,0.046961326,0.056134259,0.037576687,0.051563821,0.049290515,0.055407565,0.068394528,0.078571429,0.168221441,0.057622592,0.752522133
YHR101C_intron,0.016728625,0.015570934,0.027472527,0.035964036,0.032,0.034410845,0.033472803,0.021276596,0.028436019,0.032918149,0.037619315,0.038652131,0.062296098,0.236970656,0.034483846
YHR123W_intron,0.014064698,0.02143446,0.015205725,0.018442623,0.01566324,0.009518773,0.039121756,0.040110106,0.039222874,0.048318516,0.052257737,0.05826087,0.556133534,0.007574803,0.010059901
YHR141C_intron,0.12027384,0.120171998,0.123887198,0.117430291,0.120589415,0.121775613,0.127737146,0.130199484,0.123268483,0.128474279,0.127525695,0.132599226,0.265395275,0.221668524,0.002389112
YHR199C-A_intron,0.137931035,0.144329897,0.119133574,0.310904872,0.283618582,0.285714286,0.057173107,0.065635005,0.074912016,0.152353427,0.146496815,0.130301482,0.004161607,0.029139925,0.127575383
YHR203C_intron,0.005330556,0.005545549,0.006234081,0.007880119,0.006384838,0.00672498,0.008458085,0.007475894,0.008596746,0.013683575,0.014757809,0.014130346,0.179097375,0.019441478,0.002059638
YIL004C_intron,0.036121673,0.037137681,0.022105263,0.036525173,0.019774011,0.032657658,0.058275058,0.064851882,0.062449311,0.091724138,0.079166667,0.111029949,0.817960819,0.030569292,0.046705443
YIL018W_intron,0.014849671,0.015526515,0.01613491,0.017483536,0.017904936,0.019091299,0.027369447,0.025964585,0.028155999,0.034341875,0.034964949,0.036147216,0.003939765,0.00288408,8.673E-05
YIL052C_intron,0.020896287,0.020060427,0.020888624,0.027405532,0.024595204,0.023164568,0.024404174,0.025260227,0.023052657,0.039207029,0.035448337,0.043578731,0.068199289,0.054020149,0.01250543
YIL069C_intron,0.014342982,0.011466156,0.013080425,0.016792694,0.016715487,0.017780369,0.035119502,0.033849489,0.031884058,0.040912692,0.043076023,0.042235694,0.040359765,0.002502428,0.002489133
YIL073C_intron,0.01618705,0.021956088,0.013043478,0.0321489,0.039513678,0.031598513,0.036831683,0.027651859,0.028068705,0.052,0.050123254,0.05615072,0.001887495,0.087098365,0.014288418
YIL106W_intron,0.010325655,0.023186238,0.021853147,0.02027575,0.026605505,0.013686912,0.036734694,0.032967033,0.037949401,0.043733681,0.048372911,0.057774002,0.774447538,0.069367324,0.010420497
YIL111W_intron,0.1375948,0.167630058,0.112140871,0.115598886,0.106314433,0.1367713,0.137667304,0.154535274,0.144715447,0.197196559,0.198920863,0.184684685,0.51352217,0.678464214,0.046532098
YIL133C_intron,0.010630081,0.010197236,0.011589255,0.012521813,0.011052421,0.011088286,0.025410915,0.023597149,0.024732727,0.038442548,0.039027303,0.038934318,0.392829398,0.001359781,0.000245108
YIL148W_intron,0.052084659,0.059036172,0.057162705,0.055980906,0.054584335,0.052054657,0.057896483,0.059987791,0.062904868,0.062436586,0.061861931,0.064372865,0.581646368,0.122204892,0.089502655
YIL156W-B_intron,0.116698292,0.133567663,0.103085026,0.159885796,0.16971831,0.161729384,0.151089248,0.134459956,0.150492264,0.233585859,0.211678832,0.237841439,0.020231269,0.184947068,0.022363027
YJL001W_intron,0.017112945,0.019672131,0.013026561,0.023262706,0.017735698,0.016540917,0.089748452,0.087352138,0.076443805,0.091690009,0.098825718,0.098647065,0.392405744,0.001534806,0.001608317
YJL024C_intron,0.018793274,0.019195612,0.01953125,0.025901943,0.019704434,0.036420395,0.058035714,0.053063193,0.053763441,0.077575244,0.066523605,0.070301291,0.228154093,0.002340439,0.004183696
YJL031C_intron,0.046441948,0.042748092,0.036491677,0.056848944,0.04476709,0.046912114,0.069494124,0.05622701,0.080442433,0.074745187,0.080675422,0.087235996,0.11265273,0.096465447,0.026682484
YJL041W_intron,0.00240048,0.002908277,0.004109589,0.006841817,0.004947774,0.004189494,0.010069226,0.005589879,0.006522972,0.007597896,0.006674519,0.013689014,0.225054357,0.130481183,0.071555913
YJL136C_intron,0.014535535,0.013458209,0.015103426,0.017278085,0.017042009,0.020253165,0.022289534,0.019261224,0.023522722,0.035119986,0.035561878,0.031613506,0.032354548,0.011291191,0.007085873
